,address,orderId,symbol,tradeTokenSymbol,quoteTokenSymbol,tradeToken,quoteToken,side,price,quantity,amount,executedQuantity,executedAmount,executedPercent,executedAvgPrice,fee,status,type,createTime,timestamp,usd_value
29,vite_15d3230e3c31c009c968beea7160ae98b491475236ae2cddbc,2e1cf7b0660664ddff740c09ff28d20366f3a1184eef4bf7055c2daffbbdd031,EPIC-001_BTC-000,EPIC-001,BTC-000,tti_b9d622c68d486aa107a38a16,tti_b90c9baffffc9dae58d1f33f,Sell,0.00000666,200.0,0.001332,0.0,0.00000000,0.00000000,0.00000000,0.00000000,Cancelled,0,2021-03-15 09:47:05,1615801625,74.686
30,vite_15d3230e3c31c009c968beea7160ae98b491475236ae2cddbc,8e19b9c90dae60bc0174374762a73c52e18c67ec713eccb585fb662fe96204fb,EPIC-001_BTC-000,EPIC-001,BTC-000,tti_b9d622c68d486aa107a38a16,tti_b90c9baffffc9dae58d1f33f,Sell,0.00000666,200.0,0.001332,0.0,0.00000000,0.00000000,0.00000000,0.00000000,Cancelled,0,2021-03-15 09:46:00,1615801560,74.686
31,vite_15d3230e3c31c009c968beea7160ae98b491475236ae2cddbc,91993bc2570164919c2ad6a16cf2cd11f7e7b53f593f63479c1b1a5100ef0025,EPIC-001_BTC-000,EPIC-001,BTC-000,tti_b9d622c68d486aa107a38a16,tti_b90c9baffffc9dae58d1f33f,Buy,0.00000433,200.0,0.000866,0.0,0.00000000,0.00000000,0.00000000,0.00000000,Cancelled,0,2021-03-15 09:45:59,1615801559,48.557
32,vite_15d3230e3c31c009c968beea7160ae98b491475236ae2cddbc,80e24e1ecaa8673a26906e9061dd00cfba76c2bfbaead15d4af898f0499f85d8,EPIC-001_BTC-000,EPIC-001,BTC-000,tti_b9d622c68d486aa107a38a16,tti_b90c9baffffc9dae58d1f33f,Buy,0.00000433,200.0,0.000866,0.0,0.00000000,0.00000000,0.00000000,0.00000000,Cancelled,0,2021-03-15 09:44:53,1615801493,48.557
33,vite_15d3230e3c31c009c968beea7160ae98b491475236ae2cddbc,6651861291376f6729364febf77dd986cb0797d69dd3c403a9e0aef8c5e933e2,EPIC-001_BTC-000,EPIC-001,BTC-000,tti_b9d622c68d486aa107a38a16,tti_b90c9baffffc9dae58d1f33f,Sell,0.00000666,200.0,0.001332,0.0,0.00000000,0.00000000,0.00000000,0.00000000,Cancelled,0,2021-03-15 09:43:48,1615801428,74.686
34,vite_15d3230e3c31c009c968beea7160ae98b491475236ae2cddbc,0572c41698b37b8ed6f55d83292c7215f96879b75a38295c5c004e22c21bc550,EPIC-001_BTC-000,EPIC-001,BTC-000,tti_b9d622c68d486aa107a38a16,tti_b90c9baffffc9dae58d1f33f,Buy,0.00000433,200.0,0.000866,0.0,0.00000000,0.00000000,0.00000000,0.00000000,Cancelled,0,2021-03-15 09:43:48,1615801428,48.557
35,vite_15d3230e3c31c009c968beea7160ae98b491475236ae2cddbc,9e636932e0077d31d02a521fda0f9ca4fac40f2b6b6aa21f6c968cccb04cf844,EPIC-001_BTC-000,EPIC-001,BTC-000,tti_b9d622c68d486aa107a38a16,tti_b90c9baffffc9dae58d1f33f,Sell,0.00000666,200.0,0.001332,0.0,0.00000000,0.00000000,0.00000000,0.00000000,Cancelled,0,2021-03-15 09:42:40,1615801360,74.686
36,vite_15d3230e3c31c009c968beea7160ae98b491475236ae2cddbc,f5fc2a8209ebbcd514f8bd69c749112c15432fd808e63d4fbbe7081eec8fb107,EPIC-001_BTC-000,EPIC-001,BTC-000,tti_b9d622c68d486aa107a38a16,tti_b90c9baffffc9dae58d1f33f,Sell,0.00000666,200.0,0.001332,0.0,0.00000000,0.00000000,0.00000000,0.00000000,Cancelled,0,2021-03-15 09:41:34,1615801294,74.686
37,vite_15d3230e3c31c009c968beea7160ae98b491475236ae2cddbc,10fe9bee374661ce6c0781bf4a1a092ed0cb90f20b3b3750dd438b85359df601,EPIC-001_BTC-000,EPIC-001,BTC-000,tti_b9d622c68d486aa107a38a16,tti_b90c9baffffc9dae58d1f33f,Buy,0.00000433,200.0,0.000866,0.0,0.00000000,0.00000000,0.00000000,0.00000000,Cancelled,0,2021-03-15 09:41:34,1615801294,48.557
38,vite_15d3230e3c31c009c968beea7160ae98b491475236ae2cddbc,0254028f126ad7cf4f780f420d8d766822580746c2083b83678f1e056e0ef54d,EPIC-001_BTC-000,EPIC-001,BTC-000,tti_b9d622c68d486aa107a38a16,tti_b90c9baffffc9dae58d1f33f,Buy,0.00000432,200.0,0.000864,0.0,0.00000000,0.00000000,0.00000000,0.00000000,Cancelled,0,2021-03-15 09:40:28,1615801228,48.445
39,vite_15d3230e3c31c009c968beea7160ae98b491475236ae2cddbc,9c466c3cb9809221fea15ba8bb010366ceb428e6e9637cbb29f3d9143b9ce65b,EPIC-001_BTC-000,EPIC-001,BTC-000,tti_b9d622c68d486aa107a38a16,tti_b90c9baffffc9dae58d1f33f,Sell,0.00000666,200.0,0.001332,0.0,0.00000000,0.00000000,0.00000000,0.00000000,Cancelled,0,2021-03-15 09:39:23,1615801163,74.686
40,vite_15d3230e3c31c009c968beea7160ae98b491475236ae2cddbc,d32b1309cc3c4965b42e775aa4bcbfcf8813476c484dedc3bffb90c57d9d2082,EPIC-001_BTC-000,EPIC-001,BTC-000,tti_b9d622c68d486aa107a38a16,tti_b90c9baffffc9dae58d1f33f,Buy,0.00000432,200.0,0.000864,0.0,0.00000000,0.00000000,0.00000000,0.00000000,Cancelled,0,2021-03-15 09:39:22,1615801162,48.445
41,vite_15d3230e3c31c009c968beea7160ae98b491475236ae2cddbc,f7dcf0a7ce0788f8a08f2d54a6e6b3275dba590e95ee67e26862f942ce7f2390,EPIC-001_BTC-000,EPIC-001,BTC-000,tti_b9d622c68d486aa107a38a16,tti_b90c9baffffc9dae58d1f33f,Buy,0.00000433,200.0,0.000866,0.0,0.00000000,0.00000000,0.00000000,0.00000000,Cancelled,0,2021-03-15 09:38:16,1615801096,48.557
42,vite_15d3230e3c31c009c968beea7160ae98b491475236ae2cddbc,64fb27070f5720a1e0e038af5cebf7f38b4d0823e4800dcfc6324fffa7f909db,EPIC-001_BTC-000,EPIC-001,BTC-000,tti_b9d622c68d486aa107a38a16,tti_b90c9baffffc9dae58d1f33f,Buy,0.00000432,200.0,0.000864,0.0,0.00000000,0.00000000,0.00000000,0.00000000,Cancelled,0,2021-03-15 09:37:11,1615801031,48.445
43,vite_15d3230e3c31c009c968beea7160ae98b491475236ae2cddbc,3d16ab12f08ee2cd382fe5d6b8da65fb0b5f0ff53737470e991924bc5310c9e0,EPIC-001_BTC-000,EPIC-001,BTC-000,tti_b9d622c68d486aa107a38a16,tti_b90c9baffffc9dae58d1f33f,Sell,0.00000666,200.0,0.001332,0.0,0.00000000,0.00000000,0.00000000,0.00000000,Cancelled,0,2021-03-15 09:37:10,1615801030,74.686
44,vite_15d3230e3c31c009c968beea7160ae98b491475236ae2cddbc,e4b6224181041421c8434c57d93ab8dfd3c032c3318e24619180a29f435ee6fa,EPIC-001_BTC-000,EPIC-001,BTC-000,tti_b9d622c68d486aa107a38a16,tti_b90c9baffffc9dae58d1f33f,Sell,0.00000799,500.0,0.003995,0.0,0.00000000,0.00000000,0.00000000,0.00000000,Cancelled,0,2021-03-15 08:35:57,1615797357,226.649
45,vite_15d3230e3c31c009c968beea7160ae98b491475236ae2cddbc,e967844b8983c39293a26db008b5c13669f2e868ae66208a0875864820073634,EPIC-001_BTC-000,EPIC-001,BTC-000,tti_b9d622c68d486aa107a38a16,tti_b90c9baffffc9dae58d1f33f,Buy,0.00000399,500.0,0.001995,0.0,0.00000000,0.00000000,0.00000000,0.00000000,Cancelled,0,2021-03-15 08:35:15,1615797315,113.183
46,vite_15d3230e3c31c009c968beea7160ae98b491475236ae2cddbc,79e9743f442641141929cf77b93e78289c78ba30a9b49280eaf16339f3f93281,EPIC-001_BTC-000,EPIC-001,BTC-000,tti_b9d622c68d486aa107a38a16,tti_b90c9baffffc9dae58d1f33f,Buy,0.00000299,500.0,0.001495,500.0,0.00149500,1.00000000,0.00000299,0.00000336,Filled,0,2021-03-15 08:35:09,1615797309,84.816
47,vite_15d3230e3c31c009c968beea7160ae98b491475236ae2cddbc,9998a9a578b380c186c74c0520d43f18f07ea4fb3ec3bf30debd348294696fee,EPIC-001_BTC-000,EPIC-001,BTC-000,tti_b9d622c68d486aa107a38a16,tti_b90c9baffffc9dae58d1f33f,Buy,0.00000499,500.0,0.002495,500.0,0.00249500,1.00000000,0.00000499,0.00000561,Filled,0,2021-03-14 22:42:42,1615761762,150.096
48,vite_15d3230e3c31c009c968beea7160ae98b491475236ae2cddbc,ef25be4fbaa4f7671b550506d4627ac22ae44d51d3b7733aa0c97657f2e0b9ea,EPIC-001_BTC-000,EPIC-001,BTC-000,tti_b9d622c68d486aa107a38a16,tti_b90c9baffffc9dae58d1f33f,Sell,0.00000907,500.0,0.004535,0.0,0.00000000,0.00000000,0.00000000,0.00000000,Cancelled,0,2021-03-14 18:51:48,1615747908,272.124
49,vite_15d3230e3c31c009c968beea7160ae98b491475236ae2cddbc,a9ed05682db042c7a90d6f6daa6f99cd6bd0acc4ea3f1623322fa752a3d65d99,EPIC-001_BTC-000,EPIC-001,BTC-000,tti_b9d622c68d486aa107a38a16,tti_b90c9baffffc9dae58d1f33f,Sell,0.00000707,500.0,0.003535,500.0,0.00353500,1.00000000,0.00000707,0.00000795,Filled,0,2021-03-14 18:51:26,1615747886,212.119
50,vite_15d3230e3c31c009c968beea7160ae98b491475236ae2cddbc,667b442507740ef814f1d0c7f76bb96119802499961b1ffeba2ac09841fac58a,EPIC-001_BTC-000,EPIC-001,BTC-000,tti_b9d622c68d486aa107a38a16,tti_b90c9baffffc9dae58d1f33f,Buy,0.00000333,545.1,0.00181518,545.1,0.00181518,1.00000000,0.00000333,0.00000408,Filled,0,2021-03-14 10:52:03,1615719123,108.842
51,vite_15d3230e3c31c009c968beea7160ae98b491475236ae2cddbc,8f9f77a8e29d8fef8b7d8d243fcd48dee70b7fce4d5867d38b6a8a48131ecbfb,EPIC-001_BTC-000,EPIC-001,BTC-000,tti_b9d622c68d486aa107a38a16,tti_b90c9baffffc9dae58d1f33f,Sell,0.00000545,1000.0,0.00545,1000.0,0.00545001,1.00000000,0.00000545,0.00001227,Filled,0,2021-03-14 10:50:23,1615719023,326.794
52,vite_15d3230e3c31c009c968beea7160ae98b491475236ae2cddbc,0f5af670605b41c492ecb25115ae12eaef39a9214f9a113438624dd83695aa51,EPIC-001_BTC-000,EPIC-001,BTC-000,tti_b9d622c68d486aa107a38a16,tti_b90c9baffffc9dae58d1f33f,Buy,0.00000275,369.0,0.00101475,369.0,0.00101475,1.00000000,0.00000275,0.00000228,Filled,0,2021-03-12 22:04:20,1615586660,58.059
53,vite_15d3230e3c31c009c968beea7160ae98b491475236ae2cddbc,0bd62111dfcee7a4998c64da4aa3d381fb8e10161bca3b526bf8504c8e4920e3,EPIC-001_BTC-000,EPIC-001,BTC-000,tti_b9d622c68d486aa107a38a16,tti_b90c9baffffc9dae58d1f33f,Buy,0.00000389,260.7,0.00101412,260.7,0.00101412,1.00000000,0.00000389,0.00000228,Filled,0,2021-03-12 19:35:18,1615577718,57.539
54,vite_15d3230e3c31c009c968beea7160ae98b491475236ae2cddbc,f126ed3c91c94a640bc36e239af5d3c133f71bac77d793f5cad0bfef70a73035,EPIC-001_BTC-000,EPIC-001,BTC-000,tti_b9d622c68d486aa107a38a16,tti_b90c9baffffc9dae58d1f33f,Buy,0.00000317,639.9,0.00202848,639.9,0.00202848,1.00000000,0.00000317,0.00000456,Filled,0,2021-03-12 15:59:03,1615564743,116.238
55,vite_15d3230e3c31c009c968beea7160ae98b491475236ae2cddbc,fa55a6e378be199a673f8fa071bf1e4b573c781ab9b5ddd8ed688bd95af683e4,EPIC-001_BTC-000,EPIC-001,BTC-000,tti_b9d622c68d486aa107a38a16,tti_b90c9baffffc9dae58d1f33f,Buy,0.00000606,669.5,0.00405717,669.5,0.00405717,1.00000000,0.00000606,0.00000913,Filled,0,2021-03-12 14:14:22,1615558462,226.599
56,vite_15d3230e3c31c009c968beea7160ae98b491475236ae2cddbc,1b4eed7bcae0eb038c97404fa903e8bbfb8d60fba512f5b88a363a2afbd69745,EPIC-001_BTC-000,EPIC-001,BTC-000,tti_b9d622c68d486aa107a38a16,tti_b90c9baffffc9dae58d1f33f,Buy,0.00000421,642.4,0.0027045,642.4,0.00270450,1.00000000,0.00000421,0.00000609,Filled,0,2021-03-12 14:09:15,1615558155,151.05
57,vite_15d3230e3c31c009c968beea7160ae98b491475236ae2cddbc,cc3fc8f3c59edb7e38468dbbc65bac283d3047a71f3305a0466aac26fd572353,EPIC-001_BTC-000,EPIC-001,BTC-000,tti_b9d622c68d486aa107a38a16,tti_b90c9baffffc9dae58d1f33f,Buy,0.00000502,718.3,0.00360586,718.3,0.00360587,1.00000000,0.00000502,0.00000811,Filled,0,2021-03-12 14:09:04,1615558144,201.392
58,vite_15d3230e3c31c009c968beea7160ae98b491475236ae2cddbc,9c5443c7d5664ad75b4ee7cb8a9989cb542f19d52d8d74aa703ef7c34bdff4c7,EPIC-001_BTC-000,EPIC-001,BTC-000,tti_b9d622c68d486aa107a38a16,tti_b90c9baffffc9dae58d1f33f,Sell,0.00000908,200.0,0.001816,0.0,0.00000000,0.00000000,0.00000000,0.00000000,Cancelled,0,2021-03-12 14:04:27,1615557867,101.426
59,vite_15d3230e3c31c009c968beea7160ae98b491475236ae2cddbc,997017891f3488b37adc04c9ccc8a66c797c9d14e7b925aae3b52d288eab1478,EPIC-001_BTC-000,EPIC-001,BTC-000,tti_b9d622c68d486aa107a38a16,tti_b90c9baffffc9dae58d1f33f,Sell,0.00000908,200.0,0.001816,0.0,0.00000000,0.00000000,0.00000000,0.00000000,Cancelled,0,2021-03-12 14:03:18,1615557798,101.426
60,vite_15d3230e3c31c009c968beea7160ae98b491475236ae2cddbc,faac5f6f19bebc25e73f6ace174c11aee1bdfdf1310dac72490e03c233141560,EPIC-001_BTC-000,EPIC-001,BTC-000,tti_b9d622c68d486aa107a38a16,tti_b90c9baffffc9dae58d1f33f,Buy,0.00000501,200.0,0.001002,0.0,0.00000000,0.00000000,0.00000000,0.00000000,Cancelled,0,2021-03-12 14:03:18,1615557798,55.963
61,vite_15d3230e3c31c009c968beea7160ae98b491475236ae2cddbc,d01e7a78b76fab9600f6249a29c79b8cdca10fd5c6afa2e1f4d441ec379f1ad8,EPIC-001_BTC-000,EPIC-001,BTC-000,tti_b9d622c68d486aa107a38a16,tti_b90c9baffffc9dae58d1f33f,Buy,0.00000501,200.0,0.001002,0.0,0.00000000,0.00000000,0.00000000,0.00000000,Cancelled,0,2021-03-12 14:02:12,1615557732,55.963
